,Existing account,Duration month,Credit history,Purpose,Credit amount,Saving,Employment duration,Installment rate,Personal status,Debtors,Residential Duration,Property,Age,Installment plans,Housing,Number of credits,Job,Liable People,Telephone,Foreign worker,Classification
174,0,0.5526268719053268,3,7,0.607652067887392,0,1,0.44250704934976004,2,0,0.0,1,0.22479726790398669,2,1,0.44250704934976004,2,0.0,0,0,2
175,3,0.6805425739815024,1,1,0.7903464690495876,4,0,1.0,1,0,0.0,0,0.7440082242341943,0,1,0.0,3,0.0,1,0,2
176,0,0.3563982738645374,2,3,0.5422044693966097,0,2,0.44250704934976004,0,0,0.0,2,0.5733836932529157,2,1,0.0,2,0.0,0,0,1
177,0,0.12550150493665424,4,4,0.06995959362880844,2,4,1.0,2,0,1.0,2,0.7300066376602561,2,1,0.44250704934976004,2,0.0,0,0,1
178,3,0.3563982738645374,2,4,0.47888277197850715,0,3,1.0,2,0,0.44250704934976004,2,0.3520623623141783,2,0,0.44250704934976004,3,1.0,1,0,1
179,0,0.5526268719053268,4,0,0.19173277136090316,0,4,1.0,2,0,1.0,0,0.8943232318119252,2,1,0.44250704934976004,2,0.0,0,0,1
180,3,0.7465363402620467,3,9,0.8475884172647903,0,1,0.0,0,0,0.0,2,0.2783245389773006,2,1,0.44250704934976004,2,0.0,0,0,2
181,1,0.7465363402620467,3,9,0.6695872033785322,0,2,0.44250704934976004,0,0,0.44250704934976004,0,0.32828058482669586,1,1,0.44250704934976004,3,0.0,1,0,2
182,0,0.5526268719053268,1,0,0.4380493598869082,4,2,1.0,2,0,0.44250704934976004,1,0.5377072805697165,2,1,0.44250704934976004,1,1.0,0,0,2
183,3,0.6003077167403134,4,3,0.6311662724083915,3,2,1.0,2,0,1.0,0,0.7011929671798653,2,1,0.0,2,0.0,1,0,1
184,1,0.4979449260045862,4,0,0.2933267095955887,0,4,1.0,2,0,1.0,2,0.46081284458896565,0,1,0.0,2,1.0,1,0,2
185,3,0.43384612818214896,4,4,0.3935097351724799,0,2,1.0,2,0,0.44250704934976004,1,0.3520623623141783,2,1,0.44250704934976004,2,0.0,0,0,1
186,1,0.25853846123061575,1,1,0.7023744015116109,0,4,0.44250704934976004,1,0,1.0,3,0.9900784897629773,0,2,0.0,3,1.0,1,0,2
187,1,0.4564586365738693,4,0,0.35950123711572335,0,0,0.44250704934976004,2,0,0.7564707973660301,2,0.9276204056333954,2,2,0.7564707973660301,0,0.0,1,0,1
188,0,0.3563982738645374,2,4,0.2302740386089981,1,3,1.0,3,0,0.0,1,0.03654691024993317,2,1,0.0,2,0.0,0,0,2
189,1,0.4979449260045862,0,3,0.5957661240417496,0,2,0.0,1,0,1.0,2,0.3974740277631241,0,1,0.44250704934976004,2,0.0,1,0,1
190,3,0.6003077167403134,2,9,0.6765853600281291,3,2,0.44250704934976004,2,0,0.7564707973660301,1,0.7577528864112137,2,1,0.7564707973660301,3,0.0,1,0,2
191,1,0.8513107266136218,0,9,0.6352581694698736,1,3,1.0,2,0,1.0,3,0.4191875211794285,2,2,0.0,1,1.0,0,0,2
192,1,0.6425784273978855,2,9,0.6395172653279828,0,2,1.0,2,0,0.44250704934976004,2,0.46081284458896565,2,1,0.0,2,1.0,1,0,2
193,3,0.12550150493665424,2,4,0.49546343139639526,0,3,0.44250704934976004,3,0,0.44250704934976004,0,0.3037189394167412,2,0,0.0,2,0.0,0,0,1
194,1,0.8277454918906358,2,4,0.579962420120711,1,2,1.0,2,2,1.0,1,0.07139333606497722,2,0,0.0,2,0.0,0,0,2
195,1,0.25853846123061575,4,7,0.41645609978104603,0,4,0.44250704934976004,1,0,0.7564707973660301,2,0.4191875211794285,2,1,0.44250704934976004,3,0.0,1,0,2
196,3,0.12550150493665424,4,4,0.3972423442934083,0,2,0.0,1,0,0.0,2,0.2783245389773006,2,1,0.44250704934976004,2,0.0,1,0,1
197,1,0.3563982738645374,2,3,0.31031395510214455,1,1,1.0,1,0,1.0,2,0.2520389271633996,0,0,1.0,2,0.0,0,0,2
198,1,0.6003077167403134,2,1,0.5581678903413154,4,4,1.0,2,0,1.0,3,0.46081284458896565,0,2,0.0,2,0.0,1,0,1
199,1,0.4979449260045862,3,3,0.661183661983765,0,4,1.0,0,0,0.7564707973660301,3,0.5377072805697165,2,1,0.0,3,0.0,1,0,2
200,3,0.25853846123061575,4,7,0.3066170946020388,2,4,1.0,2,0,0.44250704934976004,2,0.7300066376602561,2,1,0.44250704934976004,2,0.0,1,0,1
201,0,0.3563982738645374,2,0,0.3581115369275438,0,2,1.0,3,0,0.7564707973660301,0,0.2520389271633996,2,1,0.0,1,0.0,0,0,1
202,3,0.6425784273978855,3,9,0.7018292628780878,0,3,0.7564707973660301,2,0,1.0,2,0.22479726790398669,2,1,0.44250704934976004,2,0.0,0,0,1
203,0,0.3563982738645374,2,8,0.2980135945802622,0,3,1.0,3,0,1.0,1,0.07139333606497722,2,0,0.0,2,0.0,0,0,2
204,3,0.3563982738645374,4,0,0.4155243810315903,0,4,1.0,2,0,0.0,0,0.5002463213084094,2,1,0.44250704934976004,1,1.0,0,0,1
205,0,0.6805425739815024,4,1,0.8718362513961928,0,4,0.7564707973660301,2,0,1.0,3,0.5002463213084094,2,2,0.7564707973660301,3,1.0,1,0,1
206,3,0.3563982738645374,4,3,0.47554031735719415,0,4,1.0,2,0,1.0,0,0.5906042923951844,2,1,0.7564707973660301,2,0.0,1,0,1
207,1,0.3563982738645374,4,5,0.4042061911235222,0,3,1.0,2,0,0.7564707973660301,1,0.22479726790398669,2,1,0.0,2,0.0,0,0,1
208,0,0.6003077167403134,2,9,0.7599291814013953,0,2,0.44250704934976004,3,0,0.44250704934976004,2,0.07139333606497722,1,1,0.0,1,0.0,0,0,1
209,3,0.3563982738645374,2,1,0.4024023673793984,3,3,0.7564707973660301,2,0,0.44250704934976004,1,0.7712498834936072,2,1,0.0,2,0.0,0,1,1
210,3,0.25853846123061575,4,4,0.5832404457603853,4,2,0.0,2,0,0.44250704934976004,0,0.3974740277631241,2,1,0.44250704934976004,2,1.0,0,0,1
211,3,0.7465363402620467,2,4,0.6347126759742665,4,4,0.44250704934976004,1,0,1.0,0,0.6239014662166538,2,1,0.0,1,0.0,1,0,1
212,0,0.6425784273978855,0,9,0.7096994400762084,0,0,0.44250704934976004,2,0,1.0,1,0.7011929671798653,1,1,0.44250704934976004,2,0.0,1,0,2
213,2,0.6805425739815024,3,9,0.47227113465799353,0,4,1.0,2,0,1.0,0,0.9055875504250546,2,1,0.0,3,0.0,1,0,2
214,3,0.7465363402620467,4,4,0.6026919114338085,4,4,1.0,2,0,0.44250704934976004,2,0.7157383382218758,2,1,0.0,2,0.0,1,0,1
215,1,0.12550150493665424,4,8,0.3056212680987487,4,3,0.0,1,0,0.7564707973660301,1,0.5192109563302072,2,1,0.44250704934976004,1,0.0,0,0,1
216,0,0.4979449260045862,0,9,0.5855004061349836,0,3,0.7564707973660301,2,0,0.0,1,0.3520623623141783,0,1,0.0,2,0.0,1,0,1
217,2,0.7465363402620467,2,4,0.6393983513585384,0,2,0.44250704934976004,2,0,0.44250704934976004,0,0.1365703454007119,2,1,0.0,2,0.0,1,0,1
218,0,0.6003077167403134,2,3,0.5791934267218695,0,2,0.44250704934976004,0,0,0.44250704934976004,0,0.16714859401602888,2,0,0.0,1,0.0,0,0,1
219,3,0.29408841067471125,2,0,0.39419285845109786,0,2,0.44250704934976004,1,0,1.0,2,0.8828869322379043,2,1,0.0,2,0.0,1,0,1
220,1,0.3563982738645374,2,4,0.21273164319424098,0,1,1.0,3,2,0.0,0,0.22479726790398669,0,1,0.0,1,0.0,0,0,1
221,0,0.3563982738645374,2,7,0.36439780155860113,4,2,1.0,1,0,1.0,1,0.1365703454007119,0,0,0.0,2,0.0,1,0,1
222,3,0.3563982738645374,2,4,0.24138467247110307,0,2,1.0,2,0,0.44250704934976004,0,0.32828058482669586,0,1,0.44250704934976004,2,0.0,0,0,1
223,3,0.6003077167403134,3,9,0.5758574969814134,4,2,1.0,2,0,1.0,0,0.375112275481718,2,1,0.44250704934976004,2,1.0,1,0,1
224,3,0.43384612818214896,2,1,0.6799071655781084,0,2,0.7564707973660301,2,0,0.44250704934976004,2,0.32828058482669586,2,1,0.0,2,0.0,1,0,1
225,3,0.7465363402620467,0,6,0.545432513133439,0,2,1.0,2,0,0.44250704934976004,2,0.2520389271633996,2,1,0.44250704934976004,2,0.0,0,0,1
226,1,0.8513107266136218,2,4,0.8791265389463954,3,3,0.0,2,1,0.44250704934976004,3,0.2520389271633996,0,1,0.44250704934976004,2,0.0,1,0,2
227,0,0.3563982738645374,2,3,0.8018722931424427,0,4,1.0,2,0,1.0,3,0.7440082242341943,2,2,0.0,3,0.0,1,0,2
228,3,0.25853846123061575,2,4,0.4128640767599281,0,3,1.0,2,0,0.44250704934976004,2,0.10469050988644657,2,1,0.0,2,0.0,0,0,2
229,0,0.6003077167403134,2,3,0.5888497314034473,0,1,1.0,2,0,0.0,3,0.10469050988644657,0,2,0.0,2,0.0,0,0,1
230,2,0.7465363402620467,2,4,0.6564235135349752,0,2,1.0,2,0,0.44250704934976004,2,0.22479726790398669,2,1,0.0,2,0.0,0,0,2
231,3,0.25853846123061575,2,0,0.5357965986603979,2,4,0.44250704934976004,2,0,1.0,3,0.7157383382218758,2,2,0.0,1,0.0,0,0,1
232,3,0.3563982738645374,2,4,0.4990774983369852,1,3,0.7564707973660301,2,0,0.0,3,0.4402892848174531,2,1,0.0,2,0.0,0,0,1
233,1,0.4979449260045862,2,4,0.2885435120456725,0,2,1.0,3,2,0.44250704934976004,0,0.19652738189166818,2,1,0.0,1,0.0,0,0,1
234,3,0.0,4,4,0.4230264643510795,0,3,0.44250704934976004,2,0,0.0,0,0.5733836932529157,2,1,0.7564707973660301,1,1.0,0,0,1
235,0,0.6003077167403134,2,4,0.461668821152285,0,0,1.0,2,0,0.44250704934976004,2,0.32828058482669586,1,1,0.0,3,1.0,0,0,2
236,1,0.12550150493665424,2,0,0.9451339462329535,4,0,0.0,2,0,0.44250704934976004,1,0.1365703454007119,2,1,0.0,0,0.0,1,0,2
237,1,0.5526268719053268,2,9,0.5587572987339611,1,4,1.0,0,0,0.44250704934976004,2,0.8474915411569031,0,0,0.44250704934976004,1,0.0,0,0,2
238,3,0.3563982738645374,4,4,0.38139889071737376,0,2,1.0,1,0,0.44250704934976004,1,0.4402892848174531,2,1,0.44250704934976004,2,0.0,0,0,1
239,0,0.6805425739815024,2,4,0.5371846414741837,0,4,0.0,2,2,0.7564707973660301,1,0.5192109563302072,2,1,0.0,2,1.0,0,0,1
240,0,0.6003077167403134,2,0,0.3013408234900663,4,4,1.0,1,0,0.44250704934976004,2,0.3037189394167412,0,1,0.0,2,0.0,0,0,2
241,3,0.12550150493665424,2,4,0.43058617273095234,0,3,0.7564707973660301,2,0,0.44250704934976004,1,0.7157383382218758,2,1,0.0,2,1.0,0,0,1
242,0,0.8513107266136218,0,1,0.6772939575011312,0,4,0.7564707973660301,2,0,1.0,3,0.16714859401602888,2,2,0.44250704934976004,2,1.0,0,0,2
243,3,0.3563982738645374,4,9,0.36147224034099623,0,2,0.7564707973660301,1,0,0.44250704934976004,0,0.2520389271633996,2,1,0.44250704934976004,2,0.0,0,0,1
244,3,0.3563982738645374,1,8,0.6098906236722397,2,2,1.0,1,0,0.7564707973660301,0,0.4402892848174531,2,1,0.0,1,1.0,0,0,1
245,3,0.6003077167403134,2,9,0.375376175310991,0,3,1.0,2,0,0.0,0,0.19652738189166818,2,1,0.0,2,0.0,1,0,1
246,3,0.3563982738645374,4,4,0.24464943973532205,0,4,1.0,2,0,1.0,0,0.7300066376602561,2,1,0.7564707973660301,2,0.0,0,0,1
247,3,0.12550150493665424,0,0,0.3651717809587127,1,2,1.0,2,0,0.0,3,0.4402892848174531,0,0,0.0,2,0.0,0,1,1
248,2,0.6003077167403134,2,3,0.47433485588464364,0,2,0.44250704934976004,2,0,0.44250704934976004,0,0.22479726790398669,2,1,0.0,2,0.0,0,0,1
249,3,0.4979449260045862,2,4,0.12746513527906367,0,0,0.7564707973660301,1,1,1.0,0,0.10469050988644657,2,0,0.0,2,0.0,0,0,2
250,0,0.12550150493665424,4,0,0.22749875577726764,3,3,0.7564707973660301,1,0,1.0,0,0.5192109563302072,2,1,0.44250704934976004,1,0.0,1,0,1
251,2,0.3563982738645374,2,3,0.5107345310681897,0,2,0.0,1,0,0.44250704934976004,2,0.6400109703637957,2,1,0.0,1,0.0,0,0,1
252,1,0.6805425739815024,2,0,0.5000534917589712,0,2,1.0,1,2,0.44250704934976004,3,0.16714859401602888,0,1,0.0,2,0.0,0,0,2
253,3,0.6003077167403134,3,3,0.6531390703513813,1,2,0.44250704934976004,2,0,0.7564707973660301,1,0.4402892848174531,2,1,0.44250704934976004,2,0.0,0,0,1
254,1,0.25853846123061575,2,3,0.4866911957465152,4,3,0.44250704934976004,2,0,0.0,2,0.16714859401602888,2,1,0.0,2,0.0,1,0,1
255,1,0.9330159884761532,3,4,0.788253752634386,4,2,0.0,2,0,0.0,0,0.2520389271633996,2,1,0.0,1,0.0,0,0,1
256,3,0.6003077167403134,4,4,0.5516706522220327,0,2,1.0,2,0,0.44250704934976004,0,0.4402892848174531,2,1,0.44250704934976004,1,0.0,0,0,1
257,0,0.3563982738645374,1,4,0.4999452499108801,0,2,1.0,0,0,0.0,3,0.3037189394167412,2,2,0.0,2,0.0,0,0,2
258,3,0.43384612818214896,2,1,0.6333128014263101,1,1,0.0,1,0,1.0,2,0.1365703454007119,2,1,0.0,2,0.0,1,0,1
259,3,0.326542971765594,4,4,0.35530699589192016,1,0,1.0,1,0,1.0,0,0.7975354953075078,2,1,0.7564707973660301,1,0.0,0,0,1
260,0,0.3563982738645374,2,3,0.439457555894448,0,2,0.44250704934976004,2,0,0.44250704934976004,0,0.2520389271633996,2,1,0.0,2,0.0,0,0,1
261,0,0.6003077167403134,2,4,0.4317500456063179,0,4,1.0,1,0,1.0,2,0.7712498834936072,2,1,0.0,2,0.0,0,0,1
262,0,0.4979449260045862,4,0,0.7100948288305411,0,4,0.44250704934976004,2,0,1.0,3,0.46081284458896565,2,2,0.7564707973660301,3,0.0,1,0,1
263,3,0.3563982738645374,4,7,0.5571539907051017,0,4,0.44250704934976004,1,0,1.0,3,0.7975354953075078,0,2,0.7564707973660301,1,0.0,0,0,1
264,3,0.29408841067471125,4,0,0.3703298914277484,0,4,0.7564707973660301,2,0,1.0,0,0.375112275481718,2,1,0.44250704934976004,1,1.0,0,1,1
265,1,0.43384612818214896,2,4,0.27069340253761265,0,4,1.0,2,0,0.7564707973660301,2,0.48078904366979236,2,1,0.0,2,1.0,0,0,2
266,3,0.7465363402620467,4,9,0.7503811037512604,4,4,1.0,2,0,1.0,0,0.46081284458896565,2,1,0.44250704934976004,2,0.0,0,0,1
267,3,0.6003077167403134,2,4,0.42136324519870727,0,1,1.0,1,0,0.7564707973660301,2,0.5002463213084094,1,1,0.0,2,0.0,1,0,1
268,0,0.4097737660446762,2,0,0.8326773470331479,0,4,0.0,0,0,1.0,1,0.6239014662166538,2,1,0.0,3,0.0,1,1,2
269,3,0.6003077167403134,2,4,0.3217641694366913,4,4,1.0,2,0,0.44250704934976004,2,0.19652738189166818,2,1,0.44250704934976004,2,0.0,0,0,1
270,3,0.4979449260045862,2,0,0.5497555217546446,4,3,1.0,2,0,0.7564707973660301,1,0.375112275481718,2,1,0.0,2,0.0,0,1,1
271,3,0.3563982738645374,4,3,0.400584456122242,2,3,0.7564707973660301,1,0,1.0,2,0.48078904366979236,2,0,0.0,2,0.0,1,0,1
272,1,0.8513107266136218,1,0,0.9034605468852641,4,0,1.0,2,1,1.0,3,0.46081284458896565,2,2,0.0,3,0.0,1,0,1
273,1,0.8513107266136218,2,4,0.5821782414198715,0,3,1.0,2,0,1.0,0,0.2783245389773006,2,1,0.44250704934976004,2,0.0,0,0,2
274,0,0.6805425739815024,2,6,0.900166655238182,0,1,0.0,0,0,0.0,3,0.4191875211794285,2,1,0.0,1,0.0,1,0,2
275,3,0.25853846123061575,2,4,0.5527949580197635,0,2,0.0,2,0,0.44250704934976004,0,0.375112275481718,2,1,0.0,2,1.0,0,0,1
276,3,0.4979449260045862,4,4,0.5260350497768549,0,2,0.44250704934976004,1,0,0.44250704934976004,2,0.22479726790398669,2,1,0.44250704934976004,2,0.0,0,0,1
277,0,0.3563982738645374,2,3,0.3761145552802505,4,4,0.44250704934976004,0,0,1.0,1,0.6863595503462365,2,1,0.0,1,0.0,1,0,1
278,3,0.12550150493665424,2,3,0.6775969830463668,0,1,0.0,1,0,1.0,1,0.375112275481718,2,1,0.0,2,0.0,0,0,2
279,3,0.6003077167403134,2,4,0.47141602027157514,1,2,1.0,2,0,1.0,2,0.3037189394167412,2,0,0.0,3,0.0,1,0,1
280,3,0.43384612818214896,4,1,0.6044952954072063,3,4,0.7564707973660301,2,0,1.0,3,0.1365703454007119,2,0,0.44250704934976004,2,0.0,1,0,1
281,3,0.3563982738645374,2,3,0.4275030271257134,0,2,1.0,2,0,0.44250704934976004,0,0.7011929671798653,2,1,0.0,2,0.0,0,0,1
282,2,0.4979449260045862,1,4,0.4076115154516473,4,3,1.0,2,0,1.0,2,0.6863595503462365,0,1,0.0,1,0.0,0,0,1
283,3,0.43384612818214896,4,3,0.4193821771549213,4,4,1.0,2,0,1.0,1,0.8712733186443855,2,1,0.0,2,0.0,0,0,1
284,1,0.6003077167403134,4,0,0.6373074626293458,1,1,1.0,0,0,0.44250704934976004,2,0.48078904366979236,2,1,0.0,2,0.0,1,0,1
285,0,0.843619894226825,2,0,0.8739953182569167,0,1,0.0,1,0,0.0,0,0.4402892848174531,2,1,0.0,1,0.0,1,0,1
286,0,0.8513107266136218,2,1,0.6863632596924054,0,3,1.0,2,0,0.7564707973660301,1,0.22479726790398669,2,1,0.0,2,1.0,0,0,1
287,1,0.8513107266136218,3,2,0.7933432702454115,1,0,0.44250704934976004,2,0,1.0,3,0.3520623623141783,2,2,0.0,3,0.0,1,0,1
288,1,0.3563982738645374,2,4,0.34246388687020723,0,2,1.0,1,2,1.0,0,0.6863595503462365,2,1,0.44250704934976004,2,0.0,1,0,1
289,0,0.6003077167403134,3,4,0.3275119698652307,0,1,1.0,3,0,1.0,0,0.6712264483428281,1,1,0.0,2,0.0,0,0,2
290,3,0.3563982738645374,2,9,0.3390312113527425,0,2,0.44250704934976004,3,0,0.44250704934976004,0,0.22479726790398669,2,1,0.0,2,0.0,1,1,1
291,1,0.7465363402620467,2,1,0.8433185640744063,0,1,0.0,3,0,1.0,2,0.2783245389773006,2,0,0.0,3,0.0,1,0,2
292,0,0.6003077167403134,4,1,0.7545885299471773,0,4,0.44250704934976004,1,0,1.0,3,0.607437878833482,2,2,0.44250704934976004,3,1.0,1,0,1
293,2,0.8025904231702906,4,1,0.6867517831961243,0,4,1.0,2,0,1.0,3,0.7845079830865336,2,2,0.0,2,0.0,0,0,1
294,3,0.8513107266136218,4,9,0.7947815686801634,4,4,1.0,0,0,0.44250704934976004,2,0.6400109703637957,0,1,0.44250704934976004,3,1.0,0,0,1
295,1,0.8513107266136218,2,3,0.8568367255797882,0,1,0.0,1,0,0.44250704934976004,2,0.22479726790398669,2,1,0.0,2,0.0,1,0,2
296,3,0.3563982738645374,2,1,0.6808049454830123,4,1,0.0,1,0,1.0,2,0.03654691024993317,2,0,0.0,2,0.0,0,0,1
297,3,0.29408841067471125,2,0,0.3806771100146389,4,4,1.0,2,1,0.44250704934976004,1,0.6239014662166538,2,1,0.0,1,0.0,0,1,1
298,3,0.4979449260045862,2,3,0.536537918045322,0,2,0.7564707973660301,2,0,1.0,0,0.5906042923951844,2,1,0.0,2,0.0,1,0,1
299,1,0.5526268719053268,4,3,0.5568998242484113,3,3,0.7564707973660301,2,0,0.44250704934976004,2,0.375112275481718,2,1,0.44250704934976004,2,0.0,1,0,1
300,3,0.12550150493665424,2,0,0.22958331379912345,0,0,0.0,1,0,1.0,0,0.7577528864112137,2,1,0.0,0,0.0,1,0,1
301,1,0.7465363402620467,0,4,0.6328239084345677,0,2,1.0,1,0,0.0,2,0.5733836932529157,2,1,0.0,2,0.0,1,0,2
302,2,0.6003077167403134,4,0,0.39075701614386604,4,3,1.0,2,0,0.44250704934976004,0,0.48078904366979236,0,1,0.44250704934976004,1,1.0,0,0,2
303,0,0.29408841067471125,4,0,0.33066980633911136,0,3,1.0,2,1,0.7564707973660301,1,0.6863595503462365,2,1,0.44250704934976004,2,0.0,1,0,1
304,3,0.8513107266136218,4,0,0.8607069200691098,2,2,0.44250704934976004,2,0,0.44250704934976004,3,0.607437878833482,0,2,0.0,2,0.0,0,0,2
305,3,0.12550150493665424,2,3,0.4228757527303242,3,2,1.0,0,0,0.44250704934976004,0,0.3974740277631241,2,1,0.0,2,0.0,0,0,1
306,3,0.6805425739815024,2,1,0.6874785215014723,4,3,0.44250704934976004,1,0,1.0,1,0.16714859401602888,1,0,0.0,1,0.0,0,0,1
307,0,0.3563982738645374,2,4,0.247869049709192,1,1,1.0,3,0,0.7564707973660301,3,0.3974740277631241,2,1,0.0,1,0.0,1,0,2
308,1,0.21923981534903902,2,3,0.37146077991993764,0,2,0.7564707973660301,1,0,1.0,0,0.16714859401602888,2,1,0.0,2,0.0,0,0,2
309,1,0.25853846123061575,2,0,0.022943277414947616,0,2,1.0,3,0,1.0,0,0.10469050988644657,2,0,0.0,1,0.0,0,0,1
310,1,0.8513107266136218,2,2,0.7135369417381023,4,0,0.7564707973660301,2,0,1.0,3,0.5377072805697165,0,2,0.0,0,0.0,1,0,1
311,3,0.6003077167403134,2,3,0.7190926730061156,1,2,1.0,2,0,0.0,2,0.19652738189166818,1,1,0.0,2,0.0,0,0,1
312,2,0.6003077167403134,2,3,0.6294346824563313,0,1,0.44250704934976004,1,0,1.0,2,0.22479726790398669,2,1,0.0,2,0.0,0,0,1
313,1,0.3563982738645374,2,0,0.23403681707697022,0,3,0.44250704934976004,3,0,0.7564707973660301,2,0.19652738189166818,0,1,0.0,1,0.0,0,0,2
314,2,0.0,2,0,0.4153687313500132,4,1,0.0,2,0,0.44250704934976004,0,0.3037189394167412,2,1,0.0,1,1.0,0,1,1
315,0,0.7465363402620467,1,3,0.5569845772404729,0,4,1.0,2,0,1.0,2,0.3520623623141783,0,1,0.0,2,0.0,0,0,2
316,0,0.3563982738645374,2,3,0.2417132174658363,0,2,0.44250704934976004,2,2,0.7564707973660301,1,0.5002463213084094,2,1,0.0,1,1.0,0,0,1
317,1,0.6003077167403134,2,3,0.6640900120789459,4,2,0.0,1,0,1.0,1,0.6712264483428281,2,1,0.0,1,0.0,1,0,1
318,3,0.3563982738645374,4,7,0.23940360442731712,0,2,1.0,2,0,0.44250704934976004,2,0.375112275481718,2,1,0.44250704934976004,2,0.0,0,0,1
319,0,0.43384612818214896,3,3,0.6227601506483706,0,4,0.0,1,0,1.0,1,0.2520389271633996,2,1,0.44250704934976004,1,0.0,0,0,1
320,1,0.6805425739815024,4,0,0.6585694191746687,0,0,1.0,3,0,0.44250704934976004,2,0.2783245389773006,2,1,0.44250704934976004,3,0.0,0,0,2
321,0,0.6003077167403134,2,4,0.4759007418268173,0,1,1.0,0,0,0.7564707973660301,1,0.375112275481718,2,1,0.0,2,0.0,0,0,2
322,0,0.6003077167403134,2,1,0.5704825083788923,0,3,0.44250704934976004,2,0,0.0,3,0.4191875211794285,2,2,0.0,3,0.0,1,0,1
323,0,0.4979449260045862,2,3,0.5494931425157519,3,2,1.0,2,0,0.44250704934976004,2,0.2783245389773006,2,1,0.0,2,0.0,0,0,1
324,3,0.4979449260045862,4,0,0.32841858869439045,0,2,1.0,1,0,0.7564707973660301,0,0.46081284458896565,2,1,0.44250704934976004,2,0.0,0,0,1
325,0,0.21923981534903902,4,0,0.606558909012441,0,3,0.0,2,0,1.0,0,0.5192109563302072,2,1,0.44250704934976004,1,0.0,0,1,1
326,3,0.3563982738645374,4,3,0.731028199856123,4,4,0.44250704934976004,2,0,1.0,1,0.6863595503462365,2,0,0.0,2,0.0,1,0,1
327,3,0.6003077167403134,2,0,0.4201461230002095,3,3,1.0,1,0,0.7564707973660301,2,0.4191875211794285,2,1,0.0,2,1.0,1,0,1
328,2,0.7465363402620467,2,4,0.670525599637608,0,4,1.0,2,0,0.44250704934976004,2,0.3520623623141783,2,1,0.0,2,0.0,0,0,1
329,1,0.12550150493665424,2,4,0.3372957021753322,0,4,1.0,2,0,1.0,2,0.2783245389773006,2,1,0.0,2,1.0,0,0,1
330,0,0.6003077167403134,4,1,0.7615887079202039,0,0,0.44250704934976004,2,0,1.0,3,1.0,2,2,0.44250704934976004,3,0.0,1,0,1
331,3,0.4979449260045862,4,7,0.4668431939815758,1,2,1.0,1,0,0.44250704934976004,0,0.32828058482669586,2,1,0.44250704934976004,2,0.0,0,0,2
332,1,0.9330159884761532,2,0,0.7879397869944951,1,1,1.0,1,0,0.44250704934976004,1,0.16714859401602888,2,1,0.0,3,0.0,0,0,2
333,3,0.8513107266136218,4,1,0.8921139803581748,1,2,0.44250704934976004,1,0,1.0,2,0.16714859401602888,0,0,0.44250704934976004,1,0.0,0,0,2
334,0,0.6003077167403134,0,3,0.6508290580025211,0,4,0.7564707973660301,2,0,1.0,3,0.1365703454007119,0,0,0.44250704934976004,2,1.0,0,0,2
335,0,0.12550150493665424,4,3,0.6055981655313147,0,2,0.0,0,0,1.0,0,0.607437878833482,2,0,0.0,3,0.0,1,0,2
336,1,0.38403996616726976,2,4,0.49468954389616826,0,1,0.44250704934976004,1,2,1.0,1,0.1365703454007119,2,1,0.0,1,0.0,0,0,1
337,0,0.43384612818214896,2,5,0.37849824146811173,4,2,1.0,1,0,0.44250704934976004,2,0.16714859401602888,2,0,0.0,2,0.0,0,0,2
338,0,0.6003077167403134,2,3,0.6541460254478051,0,2,1.0,2,0,1.0,1,0.2783245389773006,2,1,0.0,2,0.0,0,0,1
339,1,0.29408841067471125,2,3,0.41953516703234794,0,2,1.0,0,0,0.44250704934976004,2,0.3520623623141783,2,1,0.0,1,0.0,0,0,1
340,1,0.6003077167403134,4,7,0.7286895525685244,0,1,0.44250704934976004,1,0,1.0,3,0.16714859401602888,2,2,0.44250704934976004,2,0.0,1,0,1
341,0,0.5526268719053268,2,3,0.6199323798247802,0,3,0.0,1,0,1.0,2,0.22479726790398669,2,0,0.0,1,0.0,0,0,1
342,1,0.4979449260045862,2,4,0.593531706267461,2,1,0.0,3,0,0.7564707973660301,0,0.19652738189166818,2,0,0.0,2,0.0,0,0,1
343,1,0.4979449260045862,2,9,0.6687498856047189,0,4,0.0,2,1,0.0,0,0.3974740277631241,0,1,0.0,3,0.0,1,0,1
344,2,0.29408841067471125,2,0,0.6415295634090739,0,1,0.0,2,2,0.0,1,0.48078904366979236,2,1,0.0,1,1.0,0,0,1
345,3,0.43384612818214896,4,4,0.4098543664317198,0,2,1.0,1,0,0.44250704934976004,2,0.5906042923951844,2,1,0.0,1,0.0,0,0,1
346,1,0.38403996616726976,4,4,0.29280007115799567,0,1,1.0,2,2,1.0,0,0.1365703454007119,2,1,0.44250704934976004,2,0.0,0,0,1
347,1,0.6003077167403134,2,4,0.6299926709539483,2,0,0.0,1,0,1.0,3,0.1365703454007119,2,0,0.0,0,0.0,0,0,1
348,3,0.12550150493665424,3,9,0.4512287714215424,1,2,0.0,2,0,0.44250704934976004,0,0.4191875211794285,2,1,0.44250704934976004,1,0.0,0,0,1
349,1,0.25853846123061575,4,7,0.3516507831826632,3,4,1.0,2,0,0.7564707973660301,3,0.375112275481718,2,2,0.44250704934976004,2,1.0,0,0,2
350,3,0.25853846123061575,2,5,0.3712726796348531,0,1,0.0,1,0,1.0,0,0.1365703454007119,2,0,0.0,2,0.0,1,0,1
